,book_idx,excerpt_idx,segment_idx,segment_1,segment_2,seg1_pos,seg2_pos,distance_bin,present_seg1_first
39,69087,39,0,"*You were at liberty to speak of it if you so wished. She was interested, your sister?” “She was indeed.*","*I let the matter drop, of course. Until now, I have always imagined that the money was paid to some*",9278,9693,1000,1
40,69087,40,0,"*If he’s innocent, why doesn’t he come forward? We’ve got evidence against him, but it’s just possible that that evidence*","*My theory is that the murderer wore gloves or wrapped something round his hand. After the blow was struck, he*",6489,7226,1000,0
41,69087,41,0,"*“_Inutile!_ You would not tell me your real thought.” “Every one has something to hide,” I quoted, smiling. “Exactly.” “You*","*asked Flora. This time the laughter was more apparent, but Blunt was following out an idea of his own. “Remember*",2432,2860,1000,1
42,69087,42,0,"*“Exactly,” agreed the other man. “Yet there must have been some reason for his thinking so,” mused Poirot. “Oh! no,”*",*Meant to keep it up his sleeve for a day or so. Probably was playing with it like a new*,7155,7536,1000,0
43,69087,43,0,"*No, he has not been found at Liverpool. Inspector Raglan was very loath to let me send this paragraph to*","*Then I was afraid he might not wait there patiently, and I ran out and left a piece of paper*",8473,9403,1000,1
44,69087,44,0,*My chief puzzle was what the man Charles Kent could have been doing at Fernly. Again and again I put*,"*“I don’t see how you make that out. Look here, we know Mr. Ackroyd was alive at a quarter to*",4723,5510,1000,1
45,69087,45,0,"*“Yes, but——” I paused. “It strikes you as odd that Ackroyd should have flown into a rage about so trivial*","*Only that, strictly speaking, Mrs. Ferrars in her letter mentioned a _person_—she didn’t actually specify a man. But we took*",2874,3175,1000,1
46,69087,46,0,*I felt a secret admiration for the way he took the bull by the horns. I saw a look of*,"*Poirot will accompany us, will you not?” We assented, and all drove up in the colonel’s car. The inspector was*",7519,7705,1000,0
47,69087,47,0,"*“Delighted,” said Caroline. “Won’t your—er—guest come in also?” “You are too kind,” said Poirot. “But no, my friend reposes himself.*","*“Is that Flora’s account of the matter?” I asked. “My dear doctor, you know what girls are nowadays. So easily*",5126,5731,1000,0
48,69087,48,0,"*I asked, smiling. Poirot looked at me attentively. “I think you have,” he said quietly. “But——” “Have you told me*","*Everything goes to show that that was the individual admitted by the window, and though Mr. Ackroyd was seen alive*",8899,9144,1000,0
49,69087,49,0,*Nine-thirty—that’s the time we’ve got to hang on to. You were quite right about the man Kent—we don’t release _him_*,"*“What was that?” Poirot took a sheet of notepaper from his pocket. Some words were written on it, and he*",7042,7911,1000,0
50,69087,50,0,"*“Perhaps not,” admitted my friend. “It may have been pulled out by accident, and Raymond or Blunt may have shoved*","*If he suddenly found out that his uncle had been murdered within a few minutes of his leaving him—after, perhaps,*",1307,1428,1000,1
51,69087,51,0,"*“Yes, indeed,” I said. A lot of people know Hector Blunt—at least by repute. He has shot more wild animals*",*He has gray eyes that give the impression of always watching something that is happening very far away. He talks*,6999,7164,1000,1
52,69087,52,0,"*“Now, Mrs. Ackroyd, I’ve got a message for you from M. Hercule Poirot.” “For me?” Mrs. Ackroyd looked quite alarmed.*","*“There, there, my dear,” she said soothingly, “it will be all right. You’ll see—everything will be all right.” Buried under*",4648,5032,1000,1
53,69087,53,0,"*“Mademoiselle.” He bowed to Flora. “Perhaps,” I began, “you have heard of the tragedy which occurred last night.” His face*","*It is horrible. I offer mademoiselle all my sympathy. In what way can I serve you?” “Miss Ackroyd,” I said,*",5887,5914,1000,0
54,69087,54,0,"*We’ve better clews than that. The fingerprints on the dagger, for instance.” Poirot became suddenly very foreign in manner, as*","*Flora’s face had gone very white. “Too late!” she repeated, very low. Poirot leant forward, looking at her. “See now,*",2547,3429,1000,0
55,69087,55,0,"*“I believe,” said Miss Ganett, temporarily diverted, “that it’s the right thing nowadays to say ‘Chee’ not ‘Chow.’” “Nonsense,” said*",*We must be careful. Miss Caroline’s out for a big hand.” We played for some minutes with no irrelevant conversation.*,7228,7832,1000,0
56,69087,56,0,*Something she said made me think that the person in question might be actually among my household—but that can’t be*,"*Presently he sank into the chair again. “Look here, Sheppard, suppose we leave it like this. If no word comes*",8988,9336,1000,1
57,69087,57,0,*Charles Kent is not yet formally charged with murder. Circumstances may arise which will render your story unnecessary.” Miss Russell*,"*I said absently. “You are very dull to-day, James. No animation about you. It’s that liver of yours.” Our conversation*",3548,4030,1000,1
58,69087,58,0,"*I asked curiously. “What about that?” Poirot raised his eyebrows. “You do not use your little gray cells,” he remarked*",*“He may have reconsidered his first refusal.” “That still leaves one thing unexplained?” “What?” “Why was Blunt so certain in*,5943,6443,1000,0
59,69087,59,0,"*I heard the word blackmail, sir, and well——” He paused. “You thought there might be something in it for you?”*","*You have no objection, have you, my friend, to repeating the conversation you had with Mr. Ackroyd last Friday night?”*",5492,6275,1000,1
60,69087,60,0,*Their interview was made up of reproaches on both sides. Ralph charged Ursula with having irretrievably ruined his prospects by*,*His death came in the nick of time for Ralph and Ursula Paton. Small wonder the girl had held her*,6792,6893,1000,0
61,69087,61,0,"*He spun round on me. “What? What are you going to say?” “Nothing. Nothing. Only that, strictly speaking, Mrs. Ferrars*","*“I’ve had a very interesting afternoon,” began Caroline as I dropped into my own particular easy chair, and stretched out*",2722,3674,1000,1
62,69087,62,0,*And your uncle seemed quite as usual?” “I think so.” “Do you mind telling us exactly what passed between you?”*,"*“Did he ask specially not to be disturbed?” “Oh! yes, I forgot. He said: ‘Tell Parker I don’t want anything*",4776,4862,1000,0
63,69087,63,0,"*He had it from the Ferrars’ cook.” As I say, there is no need for Caroline to go out to*","*I burst immediately into indignant speech. “There you go again,” I said. “Rushing along without rhyme or reason. Why on*",648,799,1000,0
64,69087,64,0,"*“We do indeed,” agreed Poirot. “It is curious.” “It’s just possible that if Captain Paton climbed into his uncle’s room*","*“What was that?” Poirot took a sheet of notepaper from his pocket. Some words were written on it, and he*",6508,7256,1000,0
65,69087,65,0,*“What about her statement that she went into the drawing-room to see if the flowers were fresh?” “Ah! we never*,"*You have done well.” “I’m glad I’m cleared from suspicion,” laughed Raymond. “I’ll be off now.” “So that is that,”*",9173,9859,1000,1
66,69087,66,0,"*I still suspected her of seeking information about Mrs. Ferrars. “Now, veronal, for instance——” I proceeded. But, strangely enough, she*",*I was busily exterminating dandelion roots when a shout of warning sounded from close by and a heavy body whizzed*,2989,3956,1000,0
67,69087,67,0,"*Soon you must make his acquaintance.” “Quite an old friend of yours, so somebody told me,” said Caroline, making one*","*“Yes,” I said, “I did.” “Horrible.” Mrs. Ackroyd closed her eyes and shuddered. “Geoffrey Raymond was in a terrible way.*",8715,9116,1000,0
68,69087,68,0,"*he said vaguely. “Oh! no, it’s not Ralph. Ralph’s in London——Damn! Here’s old Miss Ganett coming. I don’t want to*","*I said. “You’ve been reading detective stories.” She admitted that she had. “The essence of a detective story,” I said,*",1786,2573,1000,1
69,69087,69,0,"*Parker was staring at him open-mouthed. The man had gone to pieces, his cheeks shook flabbily. “You see, me, I*",*I laid no commands upon you. You were at liberty to speak of it if you so wished. She was*,2897,3691,1000,0
70,69087,70,0,"*“I am quite sure that Parker did not do the murder,” he added gravely. “So is my sister,” I struck*","*But it would have meant so much——” He broke off, stiffening all over. Then he stretched out his hand to*",9087,9971,1000,1
71,69087,71,0,"*He spun round on me. “What? What are you going to say?” “Nothing. Nothing. Only that, strictly speaking, Mrs. Ferrars*","*With the utterance of the name the smile vanished from her face, and all the cordiality froze out of her*",8910,9395,1000,1
72,69087,72,0,"*“Very good, sir.” Parker withdrew. As I was about to speak, Ackroyd threw up his hand. “Not yet. Wait. Don’t*",*“How do you know that?” “She told me so herself.” “When?” “Yesterday! My God! yesterday! It seems ten years ago.”*,1999,2445,1000,0
73,69087,73,0,*Her next question surprised me. “When do they think the murder was done? Just before ten o’clock?” “That is the*,*“Not earlier? Not before a quarter to ten?” I looked at her attentively. She was so clearly eager for a*,1859,1890,1000,0
74,69087,74,0,"*“Surely you couldn’t hear voices in the study from that part of the terrace,” he murmured. He was not looking*","*Nor do you tell your excellent sister everything either, is it not so? Before showing my empty hand, I dropped*",7530,8239,1000,1
75,69087,75,0,*What’s that——?” He turned sharply. So did I. We both had the impression of hearing the latch of the door*,"*I hesitated with my hand on the door handle, looking back and wondering if there was anything I had left*",8560,8907,1000,0
76,69087,76,0,"*No suspicious strangers been hanging about anywhere?” “Oh!” I said suddenly. “What is it, doctor?” “I met a man this*","*asked the inspector, a respectful tone creeping into his voice. Blunt merely jerked his head affirmatively. “I think we’ve seen*",3418,3755,1000,1
77,69087,77,0,"*Poirot and his little ideas! Too fanciful for me, he’d say, but always something in them.” “You mock yourself at*","*“Poirot has?” I said, very surprised. “Yes. Hasn’t he ever mentioned him to you? Quite docile, I believe, and all*",4459,4983,1000,0
78,69087,78,0,"*At all costs she must not be found on the stairs—Parker will not forget it, he will think it odd.*","*The inspector rose. “There’s only one thing for it,” he declared. “We must tackle the young lady right away. You’ll*",7215,7542,1000,1
79,69087,79,0,"*You—you do believe me, don’t you? That Charles had nothing to do with this wicked murder!” “There seems no doubt*",*I dare say you hadn’t the least idea she was doing it even. Men _are_ so simple. She knows that*,1653,2015,1000,1
80,69087,80,0,"*They met in the wood, where part of their conversation was overheard by my sister. Ralph implored her to keep*","*They’re so conceited that they never believe you mean it if it’s unflattering.” Ursula went on, nervously twisting and untwisting*",1606,2451,1000,0
81,69087,81,0,"*It’s been a nightmare, these last few days!” She sat down suddenly and buried her face in her hands. She*","*Then he strode to the side door and passed out into the garden. “Not every kind of a fool,” murmured*",7841,8826,1000,0
82,69087,82,0,*always mix up those two words—and actually thinks herself that she has stolen the money. I saw at once how*,"*For a moment or two the girl looked mutely at Poirot. Then, her reserve breaking down completely, she nodded her*",8717,9170,1000,1
83,69087,83,0,"*That of my sister: that Roger Ackroyd had married his housekeeper, Miss Russell. A fourth or super-theory was propounded by*",*“You never know. Some girls call men by their surnames. And you heard what Miss Ganett said this evening—about Flora’s*,7603,7662,1000,0
84,69087,84,0,*I laid no commands upon you. You were at liberty to speak of it if you so wished. She was*,"*“Not in the least,” I said, and straightway began the recital of that strange evening. Hammond listened with close attention.*",2034,2260,1000,1
85,69087,85,0,"*“He is anxious to know if he can be of any service, and he would be glad to have a*","*I think the same thought must have occurred to Colonel Melrose, for he frowned. “Anything more you want to see,*",6070,6420,1000,1
86,69087,86,0,"*I exclaimed. “Why should James know where he was?” demanded Caroline sharply. “It was very unlikely, I know,” admitted Ursula,*","*“And now,” said Caroline, rising, “that child is coming upstairs to lie down. Don’t you worry, my dear. M. Poirot*",9723,9904,1000,1
87,69087,87,0,*I don’t know what to do about it. And I’ve got to make up my mind soon.” “What’s the trouble?”*,"*“Yes,” he went on, in a low, monotonous voice, “she confessed everything. It seems that there is one person who*",73,545,1000,1
88,69087,88,0,"*A curious language. I should then have said disarranged, _n’est-ce pas_?” “Disturbed is the word you had in mind.” “I*","*The dentist, he says No. Better to have it out. I argue. He insists. He has his way! That particular*",6283,6831,1000,1
89,69087,89,0,"*Flora stood with her hand on the door handle, and Parker came stepping through the door from the hall, bearing*","*But the colonel is determinedly military, and in King’s Abbot we permit people to indulge their little idiosyncrasies freely. “Shall*",8523,9217,1000,1
90,69087,90,0,"*“It is not necessary that you should,” he said. “But tell me, were there indeed two glasses on Parker’s tray*","*“Put it this way,” he said. “I am always interested to see if people will speak the truth.” “And did*",6258,6310,1000,1
91,69087,91,0,"*Caroline leaned back triumphantly in her chair. “Do you really think so?” I said absently. “You are very dull to-day,*","*Every little irrelevancy had a bearing upon the whole. “I have a commission for you, my friend,” he said at*",2289,3143,1000,0
92,69087,92,0,"*“Why not have told me the truth?” he countered. “In a place like this, all Ralph Paton’s doings were bound*",*“And the scrap of cambric?” I asked curiously. “What about that?” Poirot raised his eyebrows. “You do not use your*,4261,5193,1000,1
93,69087,93,0,*“But Miss Ackroyd said—Miss Ackroyd said——” “Miss Ackroyd has admitted that she was lying. She was never in the study*,"*“Yes, I did. I had heard from him—saying he was coming. I dared not let him come to the house.*",2582,2827,1000,0
94,69087,94,0,"*At that minute Ursula came down the staircase. “You are ready, my child?” said Poirot. “That is good. We will*",*She was married to Captain Paton last March.” A little shriek burst from Mrs. Ackroyd. “Ralph! Married! Last March! Oh!*,7602,7923,1000,1
95,69087,95,0,"*“Mélisande,” said Blunt reflectively—“she’s in an opera, isn’t she?” “Yes, you seem to know a lot about operas.” “People take*","*“There is one thing I should like to know from you, mademoiselle. When you were examining the things in the*",483,1121,1000,1
96,69087,96,0,"*Poirot was busy on his own account. I got to hear of what he was doing, because, in King’s Abbot,*","*It was that girl, Ursula Bourne, wasn’t it? Naturally—she’s leaving. She _would_ want to make all the trouble she could.*",1730,2470,1000,0
97,69087,97,0,*At nine o’clock you run into a man—and here we come to what we will call the Romance of the*,"*“_Précisément._ There is also this which, you will remember, I picked up in the summer-house?” He held out to me*",5695,5945,1000,1
98,69087,98,0,"*I prostrate myself.” Before such profuse apologies, my anger was forced to melt. After all, the wretched vegetable hadn’t hit*","*Tell me, have you also a penchant for auburn hair?” I stared at him open-mouthed, and he burst out laughing.*",1796,2329,1000,1
99,69087,99,0,"*“You know,” I said, throwing down the pincers I was holding, “it’s extraordinarily intriguing, the whole thing. Every new development*","*I saw the color drain from the housekeeper’s face, leaving it dead white. She leaned forward, her figure swaying. “But*",2543,3467,1000,0
100,69087,100,0,"*“Miss Ackroyd will be down in a minute,” he said, when he returned. “I told her just what you suggested.”*",*Flora shook her head. “I can’t say. The curtains were drawn.” “Exactly. And your uncle seemed quite as usual?” “I*,5837,6038,1000,0
101,69087,101,0,*The inspector produced a pocket torch and flashed it along the sill outside. “This is the way he went all*,"*“Mr. Ackroyd was certainly alive at half-past nine,” put in Raymond, “for I heard his voice in here talking.” “Who*",2129,2469,1000,1
102,69087,102,0,"*At the moment it is still intact.” “Where is this money? In his desk?” “No, he always kept his cash*",*asked the inspector. Miss Russell pursed up her lips. “It was none of my doing. I understand Mr. Ackroyd found*,1930,2615,1000,0
103,69087,103,0,"*I’m sorry, too. A nice enough young fellow gone wrong.” Poirot’s face fell, and he spoke very mildly. “I’m afraid*","*“Exactly twenty-five minutes past nine,” said the inspector gravely. There was a silence. Then the inspector spoke again. “It’s all*",5671,6338,1000,0
104,69087,104,0,*“According to you everything is obvious. But you leave me walking about in a fog.” Poirot shook his head genially*,"*I looked at Poirot, full of my discovery, and he gave me an imperceptible nod. In answer to Miss Russell’s*",5614,6280,1000,1
105,69087,105,0,"*“The little gray cells of the brain,” explained the Belgian. “Oh, of course; well, we all use them, I suppose.”*","*He went away in those. This is a pair just like them, but older—see how the studs are worn down.”*",836,1699,1000,0
106,69087,106,0,"*Blunt nodded. “You said nothing about it,” said the inspector suspiciously. “Wrong moment,” said Blunt. “Lot of harm done by*","*yes, I remember now. The silver table was open—which it had no business to be, and I shut the lid*",7573,7857,1000,1
107,69087,107,0,*Ralph Paton was standing in the doorway. It was a very uncomfortable minute for _me_. I hardly took in what*,*“Very simple indeed.” We all stared at him. “You see what I mean? No? Just this—to save Captain Paton the*,7608,8528,1000,1
108,69087,108,0,"*“Absolutely. No doubt whatever.” “Where was this—er—curio usually kept? Can you tell me that, sir?” It was the secretary who*","*I don’t think Flora really wished Caroline to be present at the interview. She would, I am sure, have infinitely*",8454,9404,1000,1
109,69087,109,0,*And it also made one other point unexpectedly clear. It could not have been Ralph Paton who was with Mr.*,"*Yes, it fits in. You’re quite right—no one would use quite those words in casual conversation.” “It explains, too,” said*",4371,4996,1000,1
110,69087,0,0,*He turned away towards the door. “What message?” I cried. “What have they said to you to-day?” He looked over*,"*“You still believe that?” “More than ever, my friend. But it is not easy to hide things from Hercule Poirot.*",1675,3684,2500,1
111,69087,1,0,*Deep—one would never know what she was up to.” I looked into his steady gray eyes. Nothing there surely. I*,"*“The interview?” “Yes, the interview between you and Mr. Ackroyd in the study?” “I—I don’t know.” “Twenty minutes? Half an*",4960,6984,2500,0
112,69087,2,0,"*“That’s right—washing the tiles, as we used to say in the Shanghai Club.” It is the private opinion of both*","*said Miss Ganett encouragingly. “My idea about Ralph Paton, I mean.” “Yes, dear,” said Miss Ganett, still more encouragingly. “Chow!”*",2496,3756,2500,0
113,69087,3,0,"*“No.” “None of them leaving, or anything like that?” “The parlormaid is leaving.” “When?” “She gave notice yesterday, I believe.”*",*“Have you?” I asked. “Miss Ganett drop in to tea?” Miss Ganett is one of the chief of our newsmongers.*,2106,4240,2500,1
114,69087,4,0,"*She had fainted, and Blunt and I carried her upstairs and laid her on her bed. Then I got him*","*It comes from Morocco—no, Tunis. So the crime was committed with that? What an extraordinary thing. It seems almost impossible,*",1838,3244,2500,0
115,69087,5,0,*Parker and I advanced till we stood over the recumbent figure. I heard the butler draw in his breath with*,*. . . . . . . . . . . . . . PATH . . . . .*,6800,8906,2500,1
116,69087,6,0,*You think so many extraordinary things.” “It’s no good being sarcastic. I think Miss Russell knows more about Mr. Ackroyd’s*,"*asked Poirot. “This way,” I said, and flung open the door. Ursula Bourne was sitting by the table. Her arms*",858,2698,2500,1
117,69087,7,0,"*“Servants are so tiresome,” she said. “They gossip, and talk amongst themselves. And then it gets round—and all the time*","*It was clear that she had been crying. “How is it,” I asked, “that you told us that Mr. Ackroyd*",6000,7688,2500,0
118,69087,8,0,"*“No.” “None of them leaving, or anything like that?” “The parlormaid is leaving.” “When?” “She gave notice yesterday, I believe.”*","*Following the pointing finger, I saw a small cross marked in pencil opposite the name Ursula Bourne. “You may not*",3664,4685,2500,0
119,69087,9,0,*I gave evidence as to the cause of Ackroyd’s death and the probable time. The absence of Ralph Paton was*,"*“Now I appeal to these others who sit round this table, Mrs. Ackroyd, Major Blunt, Dr. Sheppard, Mr. Raymond. You*",5395,6830,2500,1
120,69087,10,0,"*Miss Ganett’s Mah Jong was of the poorest variety possible, as Caroline did not fail to point out to her.*","*When Parker had departed, Poirot picked up his overcoat once more. “Going out again?” I asked. “Yes, we will pay*",6848,9275,2500,0
121,69087,11,0,"*It quite threw me off my balance. “I was sure _you’d_ know, doctor, if any one did. You were with*","*I asked. “Nothing. At least, Roger came in. And I thought he was out for a walk. And he said:*",4114,5194,2500,1
122,69087,12,0,"*Absurd! “She wouldn’t tell me his name,” said Ackroyd slowly. “As a matter of fact, she didn’t actually say that*","*“He told me to tell you so.” “Quite so, sir. I—I fancied I heard the bell ring.” This was such*",8762,9953,2500,1
123,69087,13,0,*“Can you tell me if this dagger was in its place then?” Miss Russell looked at the weapon composedly. “I*,*I advise you not to drag this detective into the case.” Flora sprang to her feet. The color rushed into*,2297,3409,2500,1
124,69087,14,0,"*Every one of you present had the opportunity to kill Mr. Ackroyd——” With a cry Mrs. Ackroyd sprang up, her*","*“It isn’t that I doubt your story for a moment,” explained Raymond. “I’ve always been quite sure Captain Paton was*",3693,5166,2500,1
125,69087,15,0,"*They were Mr. Ackroyd’s own. I had rather the same idea myself, but I dismissed it as hardly feasible.” I*","*Too fanciful for me, he’d say, but always something in them.” “You mock yourself at me,” said Poirot, smiling; “but*",6495,7862,2500,1
126,69087,16,0,"*“How dreadful it sounds. But it wasn’t at all like that really.” “Of course it wasn’t,” I said hastily. “You*","*“Stuff and nonsense, James,” said my sister. “You want to know just as much as I do. You’re not so*",4498,6204,2500,1
127,69087,17,0,"*“The scrap of starched cambric should be obvious.” “Not very obvious to me.” I changed the subject. “Anyway,” I said,*","*“You see,” murmured Mrs. Ackroyd, “it’s all a question of expectations, isn’t it? Testamentary expectations. And though, of course, I*",3180,5398,2500,1
